,Abaetetuba,Abel Figueiredo,Acará,Afuá,Água Azul do Norte,Alenquer,Almeirim,Altamira,Anajás,Ananindeua,Anapu,Augusto Corrêa,Aurora do Pará,Aveiro,Bagre,Baião,Bannach,Barcarena,Belém,Belterra,Benevides,Bom Jesus do Tocantins,Bonito,Bragança,Brasil Novo,Brejo Grande do Araguaia,Breu Branco,Breves,Bujaru,Cachoeira do Piriá,Cachoeira do Arari,Cametá,Canaã dos Carajás,Capanema,Capitão Poço,Castanhal,Chaves,Colares,Conceição do Araguaia,Concórdia do Pará,Cumaru do Norte,Curionópolis,Curralinho,Curuá,Curuçá,Dom Eliseu,Eldorado do Carajás,Faro,Floresta do Araguaia,Garrafão do Norte,Goianésia do Pará,Gurupá,Igarapé-Açu,Igarapé-Miri,Inhangapi,Ipixuna do Pará,Irituia,Itaituba,Itupiranga,Jacareacanga,Jacundá,Juruti,Limoeiro do Ajuru,Mãe do Rio,Magalhães Barata,Marabá,Maracanã,Marapanim,Marituba,Medicilândia,Melgaço,Mocajuba,Moju,Mojuí dos Campos,Monte Alegre,Muaná,Nova Esperança do Piriá,Nova Ipixuna,Nova Timboteua,Novo Progresso,Novo Repartimento,Óbidos,Oeiras do Pará,Oriximiná,Ourém,Ourilândia do Norte,Pacajá,Palestina do Pará,Paragominas,Parauapebas,Pau D'Arco,Peixe-Boi,Piçarra,Placas,Ponta de Pedras,Portel,Porto de Moz,Prainha,Primavera,Quatipuru,Redenção,Rio Maria,Rondon do Pará,Rurópolis,Salinópolis,Salvaterra,Santa Bárbara do Pará,Santa Cruz do Arari,Santa Izabel do Pará,Santa Luzia do Pará,Santa Maria das Barreiras,Santa Maria do Pará,Santana do Araguaia,Santarém,Santarém Novo,Santo Antônio do Tauá,São Caetano de Odivelas,São Domingos do Araguaia,São Domingos do Capim,São Félix do Xingu,São Francisco do Pará,São Geraldo do Araguaia,São João da Ponta,São João de Pirabas,São João do Araguaia,São Miguel do Guamá,São Sebastião da Boa Vista,Sapucaia,Senador José Porfírio,Soure,Tailândia,Terra Alta,Terra Santa,Tomé-Açu,Tracuateua,Trairão,Tucumã,Tucuruí,Ulianópolis,Uruará,Vigia,Viseu,Vitória do Xingu,Xinguara
Colares,111.31650899931438,447.4810324016971,123.21808376424455,282.7375502909693,691.7116308605196,753.1154132593698,639.4383853751259,876.640266937166,188.0273203531077,45.93407590569187,478.5096398099374,197.26835480966227,156.35664406086312,912.2030387029256,265.549772157702,290.8583146274865,773.9538673807556,74.3112908672944,39.720343819960895,787.5911290343478,44.89786060773448,461.1645273614506,119.09515287648192,170.30975949706686,555.8154520405539,533.9864060185749,334.123528872392,262.56546514244616,80.1650488594209,234.74826976582665,67.50555034756631,201.09810600111203,642.5224400846578,130.53020150357383,168.83512645957728,57.56539385332896,200.8484663244826,0.0,817.3938124487158,110.30434656063868,897.86831439623,607.3443696061984,203.72850388638332,767.0171953753592,50.37237486077351,363.8641966081109,580.943931925259,1060.043638421521,749.3059873951192,191.0623998375372,353.2275486721321,365.44957102796894,82.04883440179992,157.401767498473,70.57531821696031,211.5782374996354,137.5409467264384,1064.7685055519612,497.3133199788969,1235.0674276923123,419.5541085856612,902.9748867839022,168.2729767356308,144.63918297239087,72.35996304711173,556.6469271196476,87.43274125116906,63.6442047484206,51.58296515532696,600.1724683827043,323.36528461810025,225.5193198191936,213.75937292210511,739.3533972684021,676.0638825810487,124.22757155305337,222.59973202871572,462.1880507471371,101.03276428430782,1135.2486950724604,454.4698366268588,827.3243357980971,234.67163335883149,995.786133183825,140.66201745032595,811.5020159689481,402.5029164076873,555.1239105545261,262.9247243021567,629.938633487793,783.5406288691778,113.45816766038278,628.6212962803137,765.7395917589739,91.5929540192891,348.8202929952112,494.9405278417655,613.0399668258729,127.01929133678443,140.1492616863822,821.3553493097434,734.5083867255145,398.7352947466521,853.6331981426168,106.27076615521834,42.52800336649575,28.85825495235076,122.10959299101032,50.36982389693388,169.82126008784363,885.2906242059499,96.79654886800212,972.2079054112276,797.933605076808,104.6254267266524,20.21419709370389,28.67700227607003,527.4771682684947,119.15799953250016,827.5962132329662,65.8291702250391,586.5191505585219,35.143195151025544,118.596327646484,503.8463741210207,100.59034376051645,165.8943856384057,671.9378485083294,529.563637066183,71.87783906884995,225.2285288735469,47.877080217300765,916.7791173393978,189.0637190700334,148.85404760396065,976.6652906655012,740.0298388038909,367.4265911197681,331.11529326187224,681.6393295642156,18.76801686368152,212.6784799213709,478.40162714260833,682.0786118450336
Conceição do Araguaia,720.8347147432847,378.2245176332125,694.3130054510158,890.8258063224099,186.53371185909523,1041.567699967949,1059.3002914509316,517.9318109083123,819.3873637461614,771.707449112905,505.6411951650441,854.509554170807,690.6627269596769,877.0374410994988,650.2002555640321,562.2070107112637,145.80524405483746,749.5519554057057,780.6465939417843,821.8740632491222,773.127993501132,357.54797644664603,794.2486037720969,834.6991313829418,647.1794201368792,297.091887493298,494.9529886207858,794.8717124105854,745.1192878683714,767.9843266691092,816.2170022903257,659.3310951770069,205.47025647129996,826.5697714880381,727.9027398218402,789.8536598755328,906.96486489363,817.3938124487158,0.0,721.0096726580672,190.44107344783168,217.5765102899492,735.6631612904074,938.5949583985764,847.1867114900492,478.8219315422194,236.78109335330367,1205.633505502259,70.8604005384463,721.0905047277536,465.43436000461526,814.0621088716514,811.6914136408385,681.8015197470087,767.457943353431,623.244703716937,746.0397469638008,812.4160841967113,343.37939890940646,862.0531301651371,400.1976132033146,966.0538453318538,702.5771272820289,723.1835308972754,845.7704467829442,289.25139437250067,849.6216571545685,840.798360143944,765.9403620456652,691.2105821196594,752.0258668049166,623.3579553066191,613.337858777988,797.9549093709553,955.0605080309606,759.4416037982746,705.7547120863342,357.341087794719,815.7996309366678,671.5363303085271,417.6625023655749,1122.5444408255112,657.862224493543,1263.5725870017095,788.6003328098302,223.7493604713961,515.2700555961668,280.677050055568,592.5660290083978,250.21708097492092,83.5473913928159,822.4586854048109,190.6978674053524,729.3188037970933,787.0691323671489,644.6797247941913,746.7644440931061,815.5783605947112,846.1136594411993,859.9225351774988,76.49158374172693,102.65596798305836,423.8632285520567,767.2372172208371,867.4868109109349,827.0718236469213,789.5215601602802,845.2730619594519,773.3734561618742,780.0829756739366,101.461060838007,788.4735326209582,178.42667947850194,880.8248850094963,843.5843171619764,801.9317203749633,830.1806644918347,293.7276570330574,726.558931731485,319.8304146266158,800.0234156372663,237.14096895568497,830.9505786846729,861.0793736745351,317.1953187398289,766.8164963089442,750.6142392259585,149.5342784908717,511.42215243238536,864.7720299981474,592.7669923809417,819.3774144270355,1035.0275866988345,631.9295763239693,843.7192740468786,793.073066905047,256.59168635301245,482.2599218627728,535.0120254001572,697.8711626362156,821.0052780741375,814.3127441238506,623.7766264582282,141.27705577117058
Concórdia do Pará,102.3556015433174,345.6183593154197,51.46072980296858,354.90102008234663,608.1856524732568,798.0719766071456,700.7455562682301,831.7193164364725,250.05108497200015,75.98438064633376,437.9338745094361,184.56478315493652,47.65864400680843,914.9052163018916,251.26358373537624,236.54212387815517,689.3526868121896,84.7871294504636,89.38366864187704,793.0846687060085,68.93850724965321,363.4724050598241,92.77450516202568,154.87001820551671,546.2603411357776,431.51345927049977,257.7855992987005,306.8433040574295,30.480080566495843,170.60658337441674,150.78695143257818,175.9166144716108,556.6961749378638,125.8301626442385,84.28601482142803,69.04339668164683,291.8804475824128,110.30434656063868,721.0096726580672,0.0,814.7747113094789,516.8557082631922,226.21963109406332,793.3905766309781,127.2447995196745,256.43003999969926,486.5355939550253,1095.741804002964,654.5918544244588,104.8274230415443,264.6165436762384,406.09723181079255,93.66871238633792,130.04165059467593,46.73080876346279,102.92071232182457,64.35613068845444,1044.1601701320556,416.49669644254107,1204.4012246158063,330.45534979545124,919.971124162326,166.10687683033345,52.74788469425371,125.0160471368494,474.3717152296382,130.42932193684783,119.79477014376704,66.11458586811816,597.0726392282144,349.1253425962399,182.8754303887539,151.25104370184056,745.0612627907728,714.6663918824856,159.45609368020874,132.23465080492022,371.7604639900196,103.4225746213476,1089.668130320284,387.25593473317343,876.96871777645,218.71191204247583,1047.3740165755646,102.28851813405004,734.6633561342679,356.7129436120763,451.9791891578991,152.65441686547686,550.6663120931953,693.2146825571726,114.34196502370824,530.6979834308993,758.3198589192086,149.13973023533114,339.82988473391185,509.2971175542383,632.3745694813057,139.5163005601425,155.80162777128734,730.7489764676432,643.2164424458475,297.93554079002695,845.1572551804129,150.11260456517502,140.94255358026285,82.35410536980298,207.38083533097853,59.95001489171949,119.10684572650874,794.1868466891051,75.60716555566589,881.6042136550533,811.9064380417675,129.16207624781003,90.67285085983264,113.20404917422086,428.1518101576142,22.57934896037417,760.7938415949809,79.28805038700337,486.5975160815534,112.45090165151764,148.26043378912468,404.4922090248685,54.62274774826311,196.00139903108848,578.8724767008995,492.6154252689645,178.5497482485126,142.07634347816332,98.75759568957362,942.8551130517884,89.98109807342678,148.30116248854603,961.4071597641424,667.0596555175622,300.42195195592234,220.9532913853142,674.8782790620512,106.43552165910258,173.75768995263104,465.6220951317756,589.4544772840767
Cumaru do Norte,791.6068232411318,496.8661330405539,778.9323901779263,912.9283917502236,206.66523866218023,970.2821208531768,1016.2354794978978,366.6658265842232,859.923637318547,852.1831009118393,496.1183618597578,970.0525763479152,793.0781932859064,751.5119543669203,686.3258967111376,615.9284687548181,125.89440685108,825.154788670555,858.8017073712248,719.0067977234138,856.0903744274008,465.7005309092251,898.0010620144789,946.6776729042498,596.8242521402217,431.6882453103188,563.7467529011741,818.5036898718315,834.3320566697281,892.8061718150021,882.8486333384944,715.387201888178,258.4964632298244,931.7824943466326,838.8869164346825,881.0301372978249,949.3516814344856,897.86831439623,190.44107344783168,814.7747113094789,0.0,304.034749093879,776.5223584771394,852.188025162672,935.0200004632244,600.3412399696485,343.5378988180736,1091.023989848475,207.47177857230167,836.3972110954105,550.1696347378522,813.5310961049319,908.330977172464,747.8218759082486,859.1064847502556,726.795722113735,851.534843234902,649.2051988174499,400.5805633906907,679.1373811727669,484.7174631741404,852.6482103294359,758.4195738285365,827.983373467607,938.604120220724,341.41246615414707,945.1322491738554,932.3498631061408,848.2802287403413,628.2477366971074,761.8607415073344,682.192061579144,684.587431878487,704.6265034029121,891.2905743896307,817.6335790237666,826.7167599476797,444.7228220800012,915.9419202574956,485.1881705994495,452.1435959301364,1045.4100134598264,702.4247654037774,1170.5672272000236,896.4001730713464,106.79050820898236,534.8322020456222,422.0142960276783,708.1353510115947,268.8453755679289,145.00311026036903,924.6990827457328,323.66418431317646,624.0348464216053,850.0605348072642,655.9045200033572,712.8690099586212,754.6689501258604,949.561166395536,964.7390843140164,120.58008724359932,191.746719843548,533.9222391317792,643.5850238149411,964.8478705861546,898.9546932734485,872.1031935368748,900.759558909802,859.7781787514185,893.2699086464592,101.59173210494328,887.7917192315145,120.96748283069054,781.2876280577523,942.9868094753392,885.3532062595957,915.4845652590236,415.3187604142303,824.8539317674786,177.37597171221657,893.4565299761094,371.5076873943998,917.5612591037044,961.6467313539388,435.5398195040759,865.7538770908543,799.4489056293827,255.996544686401,480.7512955576144,933.5226868799648,675.5757106368761,909.2685356565158,927.0689127641092,725.1554008713795,951.3454459556056,644.7385201415377,183.0995420727214,534.5867406252304,660.9715268353056,612.809257950822,905.080575737032,934.4867338335148,597.7078438127317,244.6871581788266
Curionópolis,506.94418827230095,193.9795391973018,485.3154121464813,674.5608608517915,107.6104425024926,867.1949877374068,865.4595975117276,471.87235215803406,601.8134558187492,561.4204817654353,309.9369357940631,666.5048086037591,491.8326133227706,763.1642524595123,433.1702922700778,344.701771736624,178.82405200965286,537.3337577326181,569.5109627484437,684.0516782991863,563.8812092516944,161.6779109486531,596.8092637708801,643.6409510334944,470.7995659254249,142.8581118576821,278.89560062608064,578.7924586746954,538.6465248687796,588.8547950261546,601.6901305283277,442.2765042042904,55.389014080342605,630.2846885070721,535.7541586038141,584.6458540206753,689.4290654853454,607.3443696061984,217.5765102899492,516.8557082631922,304.034749093879,0.0,518.1220445232501,779.756307372979,640.5499328450794,296.8535618184655,45.50791465308584,1068.3623171111724,146.80774476256516,532.6531009253157,254.23463969503507,604.0005939822614,609.6865232635937,466.4882845377143,562.3868239213296,424.8683983177919,549.6684345287149,760.9215266864679,126.81613016299822,858.3906444984625,187.8189712925304,833.938032037877,485.6404675998605,526.2093195153641,641.7232460624114,79.50640548956352,647.1099395577467,636.0335953459456,556.3882122442866,522.4527202503284,539.4230800557327,406.4893933931523,398.8838964868057,651.3830187188895,776.9521466571847,543.0090209954764,522.6825283729015,145.43931972440723,616.004428798611,691.3065908511738,204.86107643787275,951.173824157919,440.2990849999776,1103.327422542694,594.108760898493,245.74295502225448,304.16394578991105,142.69996179215053,404.1631747768319,96.0247201950692,176.49955597088487,624.0820654085486,76.09651743584914,599.4106655046157,571.5978559924434,433.2620123628975,554.3217193180253,639.4807113096772,648.649156968085,663.4634218979144,214.20142203141103,127.17349712108243,229.91258605104264,656.8352741604003,666.1497223672341,614.0414638357391,580.200366670807,628.7060133867396,565.6814652223532,589.9111119463294,278.0112422335873,588.0308917499377,365.1592040980659,736.8656494358315,643.423907060368,593.036939823949,622.2674420277338,117.52586261950458,525.166358806511,310.96120719448703,596.0995029491421,96.97863609830492,623.6499309432987,661.7346901159264,134.4878257164275,566.0318922319082,533.194514526269,68.09419271852073,330.25388532472186,650.9940813733054,382.1764877737219,613.6423123307151,894.6707637174605,426.879075130256,649.2643946186407,716.2952674856531,205.95853705987648,264.72326846658893,357.86311545037825,548.8311337837474,612.4937075463924,630.5005709990702,431.4035451557197,76.60547628219174
Curralinho,123.89584273280138,413.3483650399336,182.28437746933463,168.20715952510716,579.1250856490876,572.0012573240083,481.34495123324274,695.7574889319828,84.15279432272425,180.4967181904796,305.45791215437833,390.5654114317728,261.46285894425097,708.5267770750808,90.40849232843372,174.92187072458736,660.2698243629836,150.77787134153306,174.09143732042168,584.0384681025472,192.2719649630308,409.16749033737375,299.3379767756268,361.0565513268408,354.8060611580118,492.9096815187824,248.69510973733452,87.79916630548844,211.0544830198994,396.5425799389822,146.80906733337542,91.23091059370708,538.3748395972345,322.8068398018016,310.36811012092693,237.2650853776057,173.2768124647642,203.72850388638332,735.6631612904074,226.21963109406332,776.5223584771394,518.1220445232501,0.0,570.4131644445115,253.97574900656687,371.0006532210042,505.5948288023498,870.3355438173818,664.8305433260807,330.10089028162395,292.81013100536427,180.6311039847815,273.621488651755,109.16821822433452,229.9572091361292,266.82194881195096,288.7818718459619,865.2349296899937,392.8887282023547,1040.0503724810428,347.0202870233985,702.209508483291,65.57509961821638,278.8091823893058,275.3461125503476,449.94367357624327,289.92530481813554,266.5092716236367,186.5882874347989,397.0831138303755,124.05650842833953,124.72940306957445,159.0199390799223,535.7794554516644,488.5281685852456,79.59127134471096,354.760004344473,387.03365541087487,292.44753268274224,952.3001531261792,326.1429289456826,651.509235603071,77.91507440303144,822.0891421674893,316.8123211234246,679.2529940340003,244.277674609162,515.2725568324728,320.3830873902557,511.00718925242177,684.4036263997195,306.09498341757404,561.7842035889423,562.9779254501036,113.7310142199647,153.2376123634715,292.2176669491281,412.4529728039402,325.22773379974063,340.1081674180525,721.570015005338,640.2503177463141,367.664656807766,650.8837671579657,309.68422918852065,174.49524825018852,197.9341383930387,134.10786194509475,208.0337431613935,340.34265284254667,784.791390113897,275.1426150107862,867.9035555363993,595.9931394548449,304.4217107620428,207.95326614868617,232.31888212909092,474.01800794634926,248.59130731894967,676.513945393065,252.6463121460892,530.2784958541846,238.52009177878108,320.53490622861824,452.9033271133298,264.2651627591,38.0272099312676,586.2126587465675,349.32178961288423,191.1047476242044,202.5239613449765,246.48085082087425,720.2933091263656,224.1570867383167,344.2763115372828,775.4123615997664,602.7210426723271,253.4038828415972,371.5369128331667,478.9968028405314,221.4686508007564,392.9877133358307,280.0939906390945,594.4359002807506
Curuá,692.5715487582886,819.0321118338207,745.1018524584995,518.5638733492442,754.7608195984003,138.2582774007293,272.9517311716638,533.6139605518664,583.815868702113,750.2044330145978,486.2404310968879,960.1687753713604,822.0068647014192,225.9954093243408,551.136186037321,618.1993021266651,799.7473003771681,721.1852665465678,742.624983793509,150.19481767400853,762.1198364506257,789.8728071348419,869.7124569825548,930.9675765317726,314.01988244260014,858.1554010583454,671.3814328847877,505.0492715470282,780.9864735950363,963.6796794578372,701.6844845213676,623.9306611270308,754.945419302583,892.197403361349,875.9920933293363,806.9181752874232,620.2082796391751,767.0171953753592,938.5949583985764,793.3905766309781,852.188025162672,779.756307372979,570.4131644445115,0.0,815.1799275729262,842.364925398689,802.5706344776115,308.86487492444564,882.2384698582592,893.8989456023043,720.2890394908189,403.1766526268146,842.5622400138096,665.2996375313951,800.3686940082607,806.1364002816166,857.2864605661888,473.1650357320369,686.1280703011531,668.2054714991012,726.1933587780783,150.3912815207992,627.2909071141535,844.8387096448828,839.253440432283,704.7802293589797,854.4215930126293,830.6163129055243,756.7628713430117,258.42059788717984,446.4306851814848,632.6984082516426,677.4647094237627,148.7289732651143,120.42921306534384,647.4445317370878,914.68691205763,740.1342879823962,861.6886852241793,693.4435280472622,613.3641835321256,196.5566766364285,581.0759019355037,325.30273658814417,887.174292921834,751.3883994568738,538.0909411854631,874.8576248964796,847.8280121071444,701.5490063276461,857.0582379122624,875.2536211406452,854.5094799094651,237.256951213033,675.8346199312407,468.8646503273951,287.5995995210508,164.35826876665485,892.8392531482175,906.8451189721204,880.3986409911342,841.1846795147254,796.1026951291765,266.5599027047937,872.4626708828794,730.1105371991796,766.2851516165226,659.83528923333,778.1340809145748,910.1210435153308,922.9106065976396,845.4634159913207,973.0106296621226,93.71829457219351,871.0875803407093,774.9319283486457,795.4041664346955,825.2536462810699,815.9699082252858,677.7671981788864,821.9219006945295,855.287508960648,802.0665832117367,885.609034526283,816.8446581275293,834.5366023051558,605.6274238258939,828.1435701164723,451.9706702330943,729.9762528999516,718.2199788159389,813.018838141593,149.9304184469066,765.6954540909222,913.06303749819,378.33259963977,690.0439816223034,628.8051492667316,873.9434986226265,241.6316853306562,785.6551564451305,963.2478116861016,377.08434589413577,828.6881155554979
Curuçá,157.77972713806665,472.7566929433895,156.09191523119753,322.6721997593697,728.4333757301893,797.9474360970523,680.1143917949713,924.2309510041724,233.3990314071758,87.52933959247781,526.0786109814013,156.0907462229004,166.2109384701503,962.3429719212232,315.02629391979525,334.7217769604851,810.3056463150045,119.99505327665112,86.35477736375599,837.6531902689223,80.62426679957755,489.7138137095917,95.0561671867968,132.18273922548858,606.1260651607622,558.7373164612925,372.3395363164452,310.1939484103045,102.1269254854994,210.0795119672377,113.54624070333888,248.6434413887201,678.1253023056307,94.07706216399616,160.58945928811335,58.48124581567884,233.2727653594428,50.37237486077351,847.1867114900492,127.2447995196745,935.0200004632244,640.5499328450794,253.97574900656687,815.1799275729262,0.0,382.95559865985297,611.8393778355587,1106.316945878775,780.1776698183038,181.1007324211156,386.61280288140017,412.73729776675634,55.65775804733385,203.40471673223405,80.54095779167275,229.48848770734503,129.55623949949037,1114.8788473771344,534.729794825519,1284.5667031505395,453.0153236160647,952.0979883541528,217.70581660571207,144.18393970367612,26.497432006377235,593.6392870060027,41.42612653053722,20.106130826199852,88.70658209377504,650.5401055649029,372.8085491425876,270.75388288220046,254.32221122478225,789.4306536648724,722.4141015375783,174.54595274180625,212.4492548141496,495.1144603385404,69.76271754541212,1182.9193185580775,496.2990702366965,870.8453010256395,283.75330550451093,1038.470582299444,116.2100067706716,851.0691291336301,448.9207097049301,579.2239884448416,275.1477246704877,668.3025839089925,817.0472063239462,78.6872818378451,657.1928293493996,816.1114101890435,141.19531507930228,398.94310065902,544.7640124630824,662.2615992478359,84.71391521029771,95.23026667177476,854.7401367031053,767.4307537518346,424.8604744514788,904.0044281249978,57.32147792843652,85.38924736649204,66.10045577284967,162.19040805004323,75.2425762666074,145.5209468666446,918.4439718353284,79.88917086489492,1005.6975826259752,847.4229585900418,62.00442956999276,52.68790260951016,22.547786737867284,554.907828672461,127.15790012117846,870.4214916803691,53.12988120276377,613.5204597170537,18.07681000948096,71.96437608273695,531.2324065111369,94.23255745210643,216.0753663882924,703.7640074325104,577.7780338122528,98.3419041820366,259.551396661902,28.94589968918618,964.7951789054008,215.2633906389347,108.04684138728145,1026.950582167113,780.8449015758844,408.8256548465456,343.5173596830544,732.0102566603207,34.17259621266452,179.25303135295292,528.5586708804071,714.1779085625257
Dom Eliseu,294.2132894958884,103.68409062500288,245.89741230173863,537.6240272406428,401.55285349002224,887.6059366729622,831.1805683380114,710.5673716670999,438.24929969749815,321.7318178147427,378.0367657316843,375.8877281571857,218.2647831804445,902.4249343716862,323.9211464475961,231.822372983412,475.6303088982354,309.8641333055654,333.45362995669325,794.9957183768499,319.331332241472,136.04619044401775,318.2165346796903,355.9108129215182,540.4147507738611,182.1002445883706,170.99952046460908,456.21960964078295,284.7457608084584,292.9538187350358,384.5490046937375,279.9792410190952,347.22174774478026,349.4459250010352,249.60697212422,324.4820974063625,509.71893278264,363.8641966081109,478.8219315422194,256.43003999969926,600.3412399696485,296.8535618184655,371.0006532210042,842.364925398689,382.95559865985297,0.0,257.11193451944337,1150.707773006683,417.3366978702264,242.271622277673,124.11578842822136,528.1099157888149,340.2113180030686,272.94951142736886,302.67365628480013,153.55975982312827,269.82492627783495,970.6440917346188,241.65750796337417,1101.5091463730105,149.44671056781607,940.0559825425348,311.63237042406985,247.8556744890463,376.6084315845022,284.3494935539473,378.0715867837874,372.9967991104483,313.65206345843416,598.7454067118298,457.1198505234941,249.69348405688888,212.0230456399761,751.273394953397,796.0690462246729,351.6336367546491,228.17928890566384,172.11267801008847,341.5891214006469,955.3967924242808,265.5014415671146,972.569683557056,307.40721023987686,1140.37311769536,310.8303988119923,538.6099930102974,308.345036049161,200.4936835815108,114.11303363296348,360.7129888988152,465.2039286608602,346.8392506453139,289.3781160535421,733.0871900242402,365.530528587339,384.2841088312171,562.1432359074076,679.7207680091176,369.56809559171575,382.6606916298799,501.0372992067435,414.4895472572666,72.32568410763717,810.9487432130412,394.17446916368647,385.6115291361552,335.01596318860913,430.41838717447934,314.77083321119136,301.2791577844095,561.9493523604638,315.47281012353767,648.9437365698433,831.7764804433976,369.3402859869118,345.41137245993895,369.6226446556173,187.77739022479304,256.5798008901712,588.9447205536609,331.8504228728978,241.76681755750585,368.8080056255536,385.8442871846383,165.7829513653356,294.73574004465814,364.4736249508541,348.1466168042617,429.8206318048148,425.1038450291532,169.9402748948524,354.0859957969666,982.3913480760992,177.2136230079549,365.63782048168713,904.389491822736,484.9992911787693,216.44229441413748,61.38488524947194,658.9809426610541,362.4635827961556,336.83938845051574,467.1467553347345,359.4254508309588
Eldorado do Carajás,484.1889025229988,153.4650482697887,458.023427292016,666.2626265226168,152.48973314753954,884.6421420042132,874.8589175955852,515.072113768333,588.3285445144561,535.1804899303958,323.9681642686971,630.1260149031598,458.85228890115377,796.2586442442023,423.939865295175,330.73330454612886,219.8580449987851,512.7766362969592,543.9775367831255,712.8292614961833,536.8451218895223,124.86816609650266,563.5045828714852,608.145411359253,490.6070420216573,97.35152899279058,260.1413456233142,571.2560077527684,509.7135284080247,549.9895745146035,579.6795589702253,425.4332230624104,100.896741590074,596.5951999998471,500.3396247720817,555.0258562838887,674.5235678525839,580.943931925259,236.78109335330367,486.5355939550253,343.5378988180736,45.50791465308584,505.5948288023498,802.5706344776115,611.8393778355587,257.11193451944337,0.0,1095.4683179538486,168.4240827455165,496.0450147280738,228.6570026461271,604.0771339663081,578.422892576545,445.7329336436104,532.6566293176976,391.4714909700528,515.8291606550652,802.2294881380188,126.66799076876596,902.7252957777137,163.73477906792263,863.097965393356,468.2808205866793,492.5473147943227,611.5426419281094,98.36424929309878,616.1520465751687,606.2335186228331,529.5741043328969,544.2809994201747,537.2745569348837,389.1707258583445,376.9555525954216,678.3263234050766,793.4923071403556,524.2173568971506,484.5516014854302,121.05489223747166,583.7306785850302,736.6265596631349,207.99386471024167,969.3047799562908,427.7562348829514,1124.419683347563,559.6709715468756,290.26748223504666,306.5071227104005,98.076802350829,367.0102591908832,137.87990206005352,209.21211401276324,591.2161852143884,58.43281392162121,630.558317416016,550.9684092139785,433.3327548800222,566.3078701970245,657.6563589127247,615.4572461619965,629.9044246942659,245.95221068034755,158.4969431620864,193.31599452843244,691.1818298097073,634.6570318124242,590.296471833793,553.2317298639234,610.0954501031067,537.5621064410627,554.0041804164812,308.5241597947915,555.9945436252859,396.0242199118425,763.8584999602534,611.3598014511582,565.7691111284831,594.3502808793926,73.09142727577122,493.44418582844713,356.45195548965347,565.7889928351776,56.557370688123456,595.336189514167,629.3444068427933,92.04774509478354,534.1092607648072,517.6991378158581,92.73919602716369,350.7687033980035,628.0551619983736,356.07222879056246,584.364124921823,921.7035909353528,396.8797637254835,614.9336532231297,755.1197656708786,251.36776267891497,254.24281823070723,317.4893759922801,576.0772525483303,584.9728338270222,592.8859900647707,444.8617130579433,103.67719776242824
Faro,993.885168263829,1123.84745339216,1048.7348305549233,793.4757678698954,1028.8519140869255,313.7292694139822,463.680763614024,734.7116956978925,872.9190240273873,1047.6504600904657,788.3889658105181,1256.1035346041865,1126.6113210840683,342.4893646581511,858.0316931491906,927.0434436319156,1061.423669999283,1020.26604565288,1039.038486018971,385.67158254723,1059.656662550046,1093.247217729978,1167.9357352938634,1227.5969663860585,616.3694696653268,1157.9751994778935,979.7119517500292,797.983983951644,1081.332643427215,1266.3483499918184,993.1880781126364,929.6371903157444,1037.273736637314,1188.2132954441313,1179.2327390660676,1103.864735965989,894.7559234603976,1060.043638421521,1205.633505502259,1095.741804002964,1091.023989848475,1068.3623171111724,870.3355438173818,308.86487492444564,1106.316945878775,1150.707773006683,1095.4683179538486,0.0,1156.0549315637415,1197.861472087474,1028.1407485026537,695.0529078530543,1138.3974306311598,969.4623903090652,1099.2009168016623,1113.5494736748772,1158.97610323023,543.7121425617634,984.6671645801564,701.2076128916666,1031.2064302828817,239.78819280121564,929.9824356389112,1147.8326545984744,1131.4277223595775,997.104802923238,1146.7345323106572,1123.0321652593366,1054.8771577505863,558.5523919072331,746.6789078195244,940.10402635809,985.063881591994,417.1753656199316,383.981110342244,944.8095482107294,1219.804892568043,1042.5157021387884,1157.7202436939945,805.1408190927118,915.52706580077,261.2462005254005,887.2081554648287,173.34172673862824,1186.354364109564,999.7184958514928,844.969235493761,1173.4894715187752,1156.176538474689,983.3037022120428,1122.2655508931073,1171.0887958620829,1144.2534927347783,476.4280725651976,970.3979886251428,777.1869750615123,595.4451518664794,473.017460046648,1186.9740621928102,1200.1166777395115,1140.3998818134555,1114.0893339006316,1102.9069981017244,447.777065586596,1163.500922415846,1020.9616639881834,1062.2935443063052,946.3277724210336,1075.9705566986086,1210.5830038482009,1174.162925582986,1143.527919684373,1210.7347805349632,331.633730598516,1164.6690062106886,1069.8624204942937,1087.826617808516,1124.460397137963,1118.2719922894548,913.82866228786,1118.29005069643,1149.9555215503788,1094.61590481214,1177.8967290338617,1117.7680758691645,1134.1666163539755,903.8129785822656,1110.3178253457777,748.9132827188095,1015.7579026252796,1026.3609544588398,1107.1750833426404,173.7691886832367,1072.643451248783,1208.1953842771288,484.7785129401796,949.7916819585334,936.2655020683252,1182.803754497183,519.6127104218957,1078.8106346028944,1262.6818850146951,684.2357980061892,1109.347955727461
